file_name,network,station,instrument_type,station_lat,station_lon,station_elv,p_arrival_time,p_probability,s_arrival_time,s_probability
HE.LAUT.00.00 | 2025-06-23T12:58:02.972437Z - 2025-06-23T12:59:02.972437Z,,,,,,,,,,
HE.VJF.00.00 | 2025-10-10T11:00:59.536462Z - 2025-10-10T11:01:59.536462Z,,,,,,,,,,
HE.FIB1.00.00 | 2025-11-24T08:42:27.821902Z - 2025-11-24T08:43:27.821902Z,,,,,,,,,,
HE.KEF.00.00 | 2025-05-09T19:05:06.485160Z - 2025-05-09T19:06:06.485160Z,,,,,,,,,,
FN.SGF.00.00 | 2025-05-04T08:33:48.888524Z - 2025-05-04T08:34:48.888524Z,,,,,,,,,,
HE.KU2.00.00 | 2025-10-07T10:06:11.660504Z - 2025-10-07T10:07:11.660504Z,,,,,,,,,,
HE.KJNF.00.00 | 2025-07-04T21:15:59.917370Z - 2025-07-04T21:16:59.917370Z,,,,,,,,,,
HE.RUF.00.00 | 2025-09-07T21:44:06.817547Z - 2025-09-07T21:45:06.817547Z,,,,,,,,,,
HE.VAF.00.00 | 2025-04-13T08:28:00.916061Z - 2025-04-13T08:29:00.916061Z,,,,,,,,,,
FN.OUL.00.00 | 2025-05-20T03:46:29.878782Z - 2025-05-20T03:47:29.878782Z,,,,,,,,,,
HE.HEL1.00.00 | 2025-11-20T15:02:14.727013Z - 2025-11-20T15:03:14.727013Z,,,,,,,,,,
HE.FIB3.00.00 | 2025-11-10T06:31:47.042085Z - 2025-11-10T06:32:47.042085Z,,,,,,,,,,
HE.FIA0.00.00 | 2025-09-25T02:50:12.642991Z - 2025-09-25T02:51:12.642991Z,,,,,,,,,,
FN.RANF.00.00 | 2025-08-14T20:56:22.714298Z - 2025-08-14T20:57:22.714298Z,,,,,,,,,,
HE.KJNF.00.00 | 2025-02-24T09:26:25.182369Z - 2025-02-24T09:27:25.182369Z,,,,,,,,,,
HE.FIB4.00.00 | 2025-01-08T20:35:08.451794Z - 2025-01-08T20:36:08.451794Z,,,,,,,,,,
HE.FIB2.00.00 | 2025-03-18T01:46:33.765041Z - 2025-03-18T01:47:33.765041Z,,,,,,,,,,
HE.FIA3.00.00 | 2025-10-08T20:12:13.974512Z - 2025-10-08T20:13:13.974512Z,,,,,,,,,,
HE.FIA2.00.00 | 2025-08-10T08:02:53.239923Z - 2025-08-10T08:03:53.239923Z,,,,,,,,,,
HE.OBF8.00.00 | 2025-06-29T16:29:11.956998Z - 2025-06-29T16:30:11.956998Z,,,,,,,,,,
HE.FIB6.00.00 | 2025-12-21T11:27:10.616713Z - 2025-12-21T11:28:10.616713Z,,,,,,,,,,
HE.HEL1.00.00 | 2025-09-04T16:06:14.751393Z - 2025-09-04T16:07:14.751393Z,,,,,,,,,,
HE.KUNI.00.00 | 2025-08-01T11:27:23.809096Z - 2025-08-01T11:28:23.809096Z,,,,,,,,,,
HE.KY17.00.00 | 2025-10-10T16:06:33.829130Z - 2025-10-10T16:07:33.829130Z,,,,,,,,,,
HE.FIB3.00.00 | 2025-11-28T03:46:40.944613Z - 2025-11-28T03:47:40.944613Z,,,,,,,,,,
FN.OUL.00.00 | 2025-11-25T07:59:16.133809Z - 2025-11-25T08:00:16.133809Z,,,,,,,,,,
HE.FIC4.00.00 | 2025-05-15T01:23:36.209978Z - 2025-05-15T01:24:36.209978Z,,,,,,,,,,
HE.KIF.00.00 | 2025-12-08T18:57:50.438382Z - 2025-12-08T18:58:50.438382Z,,,,,,,,,,
HE.FIB4.00.00 | 2025-10-06T19:52:51.055439Z - 2025-10-06T19:53:51.055439Z,,,,,,,,,,
HE.FIB4.00.00 | 2025-06-20T04:48:24.427939Z - 2025-06-20T04:49:24.427939Z,,,,,,,,,,
HE.FIB2.00.00 | 2025-04-17T05:47:42.896177Z - 2025-04-17T05:48:42.896177Z,,,,,,,,,,
HE.MEF.00.00 | 2025-08-24T07:42:29.390956Z - 2025-08-24T07:43:29.390956Z,,,,,,,,,,
HE.FIC2.00.00 | 2025-01-31T20:34:45.967880Z - 2025-01-31T20:35:45.967880Z,,,,,,,,,,
HE.RMF.00.00 | 2025-09-28T00:34:27.243853Z - 2025-09-28T00:35:27.243853Z,,,,,,,,,,
HE.HEL5.00.00 | 2025-12-03T08:33:15.688203Z - 2025-12-03T08:34:15.688203Z,,,,,,,,,,
FN.OUL.00.00 | 2025-12-15T13:01:36.600721Z - 2025-12-15T13:02:36.600721Z,,,,,,,,,,
HE.ALAJF.00.00 | 2025-09-08T04:45:40.603035Z - 2025-09-08T04:46:40.603035Z,,,,,,,,,,
HE.RAF.00.00 | 2025-06-02T17:18:58.711491Z - 2025-06-02T17:19:58.711491Z,,,,,,,,,,
HE.KU1.00.00 | 2025-08-22T05:31:27.930052Z - 2025-08-22T05:32:27.930052Z,,,,,,,,,,
HE.SUF.00.00 | 2025-11-22T22:52:13.935203Z - 2025-11-22T22:53:13.935203Z,,,,,,,,,,
HE.FIA0.00.00 | 2025-10-15T21:02:09.272631Z - 2025-10-15T21:03:09.272631Z,,,,,,,,,,
HE.VRF.00.00 | 2025-04-12T11:56:13.861932Z - 2025-04-12T11:57:13.861932Z,,,,,,,,,,
HE.TOF.00.00 | 2025-12-19T03:08:28.787346Z - 2025-12-19T03:09:28.787346Z,,,,,,,,,,
UP.AAL.00.00 | 2025-02-14T15:52:10.524143Z - 2025-02-14T15:53:10.524143Z,,,,,,,,,,
FN.KLF.00.00 | 2025-12-22T14:17:10.137049Z - 2025-12-22T14:18:10.137049Z,,,,,,,,,,
HE.FIA2.00.00 | 2025-09-21T08:10:19.808299Z - 2025-09-21T08:11:19.808299Z,,,,,,,,,,
UP.AAL.00.00 | 2025-03-12T14:58:31.085231Z - 2025-03-12T14:59:31.085231Z,,,,,,,,,,
HE.PVF.00.00 | 2025-05-09T23:10:37.703536Z - 2025-05-09T23:11:37.703536Z,,,,,,,,,,
HE.KIF.00.00 | 2025-09-27T01:54:15.742454Z - 2025-09-27T01:55:15.742454Z,,,,,,,,,,
HE.LAUT.00.00 | 2025-12-12T11:18:42.113835Z - 2025-12-12T11:19:42.113835Z,,,,,,,,,,
HE.KORF.00.00 | 2025-09-17T22:18:45.955214Z - 2025-09-17T22:19:45.955214Z,,,,,,,,,,
HE.VAF.00.00 | 2025-03-22T22:41:46.909979Z - 2025-03-22T22:42:46.909979Z,,,,,,,,,,
HE.FIC3.00.00 | 2025-08-18T03:32:35.512663Z - 2025-08-18T03:33:35.512663Z,,,,,,,,,,
HE.FIB2.00.00 | 2025-01-24T01:03:10.000999Z - 2025-01-24T01:04:10.000999Z,,,,,,,,,,
FN.RNF.00.00 | 2025-05-13T22:13:03.472732Z - 2025-05-13T22:14:03.472732Z,,,,,,,,,,
HE.FIC5.00.00 | 2025-02-05T11:16:04.025895Z - 2025-02-05T11:17:04.025895Z,,,,,,,,,,
HE.KPF.00.00 | 2025-04-11T00:56:48.106314Z - 2025-04-11T00:57:48.106314Z,,,,,,,,,,
FN.OLKF.00.00 | 2025-08-29T16:21:45.318185Z - 2025-08-29T16:22:45.318185Z,,,,,,,,,,
HE.FIA3.00.00 | 2025-05-05T16:19:48.271461Z - 2025-05-05T16:20:48.271461Z,,,,,,,,,,
HE.TRE03.00.00 | 2025-11-23T02:52:25.678725Z - 2025-11-23T02:53:25.678725Z,,,,,,,,,,
HE.TOF.00.00 | 2025-08-18T22:31:18.643345Z - 2025-08-18T22:32:18.643345Z,,,,,,,,,,
HE.FIC2.00.00 | 2025-04-06T19:18:31.271372Z - 2025-04-06T19:19:31.271372Z,,,,,,,,,,
HE.TRE03.00.00 | 2025-09-11T07:31:54.810761Z - 2025-09-11T07:32:54.810761Z,,,,,,,,,,
HE.SUF.00.00 | 2025-07-20T00:50:28.287119Z - 2025-07-20T00:51:28.287119Z,,,,,,,,,,
HE.VRF.00.00 | 2025-02-11T01:51:33.985394Z - 2025-02-11T01:52:33.985394Z,,,,,,,,,,
HE.RSUO.00.00 | 2025-07-14T02:07:24.209240Z - 2025-07-14T02:08:24.209240Z,,,,,,,,,,
HE.FIC1.00.00 | 2025-03-04T11:19:23.702770Z - 2025-03-04T11:20:23.702770Z,,,,,,,,,,
HE.TVF.00.00 | 2025-11-30T02:07:52.733353Z - 2025-11-30T02:08:52.733353Z,,,,,,,,,,
HE.FIC4.00.00 | 2025-03-24T12:17:09.336500Z - 2025-03-24T12:18:09.336500Z,,,,,,,,,,
HE.TRE03.00.00 | 2025-02-23T14:03:02.079499Z - 2025-02-23T14:04:02.079499Z,,,,,,,,,,
HE.KJNF.00.00 | 2025-03-14T14:55:30.854694Z - 2025-03-14T14:56:30.854694Z,,,,,,,,,,
HE.ALAJF.00.00 | 2025-06-29T17:55:00.403978Z - 2025-06-29T17:56:00.403978Z,,,,,,,,,,
HE.FIB3.00.00 | 2025-01-10T17:23:01.213166Z - 2025-01-10T17:24:01.213166Z,,,,,,,,,,
HE.KY17.00.00 | 2025-05-27T12:12:21.269107Z - 2025-05-27T12:13:21.269107Z,,,,,,,,,,
HE.LAUT.00.00 | 2025-02-18T12:28:28.158313Z - 2025-02-18T12:29:28.158313Z,,,,,,,,,,
HE.ECKF.00.00 | 2025-11-14T21:08:23.853861Z - 2025-11-14T21:09:23.853861Z,,,,,,,,,,
HE.FIA2.00.00 | 2025-04-22T16:02:39.282747Z - 2025-04-22T16:03:39.282747Z,,,,,,,,,,
HE.TOF.00.00 | 2025-10-06T08:02:25.334571Z - 2025-10-06T08:03:25.334571Z,,,,,,,,,,
HE.HEL1.00.00 | 2025-09-13T01:50:58.495909Z - 2025-09-13T01:51:58.495909Z,,,,,,,,,,
HE.FIC3.00.00 | 2025-07-13T18:38:24.446988Z - 2025-07-13T18:39:24.446988Z,,,,,,,,,,
HE.SUF.00.00 | 2025-07-05T15:24:43.876389Z - 2025-07-05T15:25:43.876389Z,,,,,,,,,,
HE.OUF.00.00 | 2025-11-24T16:59:35.671707Z - 2025-11-24T17:00:35.671707Z,,,,,,,,,,
HE.KEF.00.00 | 2025-01-20T19:06:19.058990Z - 2025-01-20T19:07:19.058990Z,,,,,,,,,,
HE.KAF.00.00 | 2025-02-28T10:17:51.002876Z - 2025-02-28T10:18:51.002876Z,,,,,,,,,,
HE.OBF3.00.00 | 2025-04-23T01:12:16.786945Z - 2025-04-23T01:13:16.786945Z,,,,,,,,,,
FN.RAJF.00.00 | 2025-07-19T03:42:25.669762Z - 2025-07-19T03:43:25.669762Z,,,,,,,,,,
HE.LOVF.00.00 | 2025-09-09T23:42:37.170883Z - 2025-09-09T23:43:37.170883Z,,,,,,,,,,
HE.MEF.00.00 | 2025-04-16T13:31:09.392687Z - 2025-04-16T13:32:09.392687Z,,,,,,,,,,
FN.KMNF.00.00 | 2025-07-30T04:19:20.093796Z - 2025-07-30T04:20:20.093796Z,,,,,,,,,,
HE.OBF0.00.00 | 2025-05-19T20:21:37.134245Z - 2025-05-19T20:22:37.134245Z,,,,,,,,,,
HE.FIA0.00.00 | 2025-10-30T15:31:55.052758Z - 2025-10-30T15:32:55.052758Z,,,,,,,,,,
HE.FIB4.00.00 | 2025-01-17T07:20:02.805246Z - 2025-01-17T07:21:02.805246Z,,,,,,,,,,
HE.TRE03.00.00 | 2025-08-13T17:56:13.673352Z - 2025-08-13T17:57:13.673352Z,,,,,,,,,,
HE.KJNF.00.00 | 2025-09-08T08:48:54.715132Z - 2025-09-08T08:49:54.715132Z,,,,,,,,,,
FN.RAJF.00.00 | 2025-10-03T03:05:19.843092Z - 2025-10-03T03:06:19.843092Z,,,,,,,,,,
HE.KJNF.00.00 | 2025-01-16T01:56:49.344975Z - 2025-01-16T01:57:49.344975Z,,,,,,,,,,
HE.KORF.00.00 | 2025-07-29T00:34:49.829171Z - 2025-07-29T00:35:49.829171Z,,,,,,,,,,
HE.VRF.00.00 | 2025-05-11T07:31:47.880058Z - 2025-05-11T07:32:47.880058Z,,,,,,,,,,
FN.KMNF.00.00 | 2025-08-19T12:39:21.785120Z - 2025-08-19T12:40:21.785120Z,,,,,,,,,,
HE.FIB2.00.00 | 2025-03-24T21:30:02.043688Z - 2025-03-24T21:31:02.043688Z,,,,,,,,,,
HE.KY02.00.00 | 2025-09-03T02:58:19.461376Z - 2025-09-03T02:59:19.461376Z,,,,,,,,,,
HE.FIB6.00.00 | 2025-01-23T07:08:40.601447Z - 2025-01-23T07:09:40.601447Z,,,,,,,,,,
HE.HEL1.00.00 | 2025-07-10T13:00:00.981199Z - 2025-07-10T13:01:00.981199Z,,,,,,,,,,
HE.FIB1.00.00 | 2025-01-28T04:45:40.827484Z - 2025-01-28T04:46:40.827484Z,,,,,,,,,,
HE.FIC1.00.00 | 2025-08-30T10:33:52.846612Z - 2025-08-30T10:34:52.846612Z,,,,,,,,,,
HE.TOF.00.00 | 2025-04-08T13:13:15.503700Z - 2025-04-08T13:14:15.503700Z,,,,,,,,,,
FN.SGF.00.00 | 2025-05-16T16:55:39.946325Z - 2025-05-16T16:56:39.946325Z,,,,,,,,,,
HE.FIA1.00.00 | 2025-08-08T05:42:42.106889Z - 2025-08-08T05:43:42.106889Z,,,,,,,,,,
HE.VRF.00.00 | 2025-06-11T10:19:38.044787Z - 2025-06-11T10:20:38.044787Z,,,,,,,,,,
FN.KLF.00.00 | 2025-02-27T11:38:10.787212Z - 2025-02-27T11:39:10.787212Z,,,,,,,,,,
HE.SUF.00.00 | 2025-08-15T06:12:13.525624Z - 2025-08-15T06:13:13.525624Z,,,,,,,,,,
FN.SGF.00.00 | 2025-10-22T11:57:14.911981Z - 2025-10-22T11:58:14.911981Z,,,,,,,,,,
HE.FIC1.00.00 | 2025-04-02T12:25:47.423948Z - 2025-04-02T12:26:47.423948Z,,,,,,,,,,
FN.RAJF.00.00 | 2025-02-13T03:12:01.703871Z - 2025-02-13T03:13:01.703871Z,,,,,,,,,,
HE.RMF.00.00 | 2025-07-19T21:24:34.721143Z - 2025-07-19T21:25:34.721143Z,,,,,,,,,,
HE.FIC3.00.00 | 2025-09-21T00:15:41.487537Z - 2025-09-21T00:16:41.487537Z,,,,,,,,,,
HE.FIB1.00.00 | 2025-02-16T21:35:05.738563Z - 2025-02-16T21:36:05.738563Z,,,,,,,,,,
HE.HEL1.00.00 | 2025-09-18T18:11:04.481528Z - 2025-09-18T18:12:04.481528Z,,,,,,,,,,
FN.RNF.00.00 | 2025-05-03T07:55:49.808194Z - 2025-05-03T07:56:49.808194Z,,,,,,,,,,
HE.KIF.00.00 | 2025-09-01T08:40:33.939994Z - 2025-09-01T08:41:33.939994Z,,,,,,,,,,
HE.FIB3.00.00 | 2025-08-31T04:40:35.849547Z - 2025-08-31T04:41:35.849547Z,,,,,,,,,,
HE.ALAJF.00.00 | 2025-10-10T05:58:05.070151Z - 2025-10-10T05:59:05.070151Z,,,,,,,,,,
HE.NIF.00.00 | 2025-04-20T09:08:26.879050Z - 2025-04-20T09:09:26.879050Z,,,,,,,,,,
HE.FIA0.00.00 | 2025-10-03T15:27:04.198969Z - 2025-10-03T15:28:04.198969Z,,,,,,,,,,
HE.TVF.00.00 | 2025-02-07T20:09:48.219445Z - 2025-02-07T20:10:48.219445Z,,,,,,,,,,
HE.KY17.00.00 | 2025-12-03T05:48:42.749309Z - 2025-12-03T05:49:42.749309Z,,,,,,,,,,
HE.KIF.00.00 | 2025-12-22T16:15:14.231354Z - 2025-12-22T16:16:14.231354Z,,,,,,,,,,
FN.SGF.00.00 | 2025-04-04T20:12:35.655525Z - 2025-04-04T20:13:35.655525Z,,,,,,,,,,
HE.RAF.00.00 | 2025-10-11T00:21:52.209333Z - 2025-10-11T00:22:52.209333Z,,,,,,,,,,
FN.OLKF.00.00 | 2025-10-07T16:34:50.478615Z - 2025-10-07T16:35:50.478615Z,,,,,,,,,,
HE.VJF.00.00 | 2025-01-01T10:13:23.529339Z - 2025-01-01T10:14:23.529339Z,,,,,,,,,,
HE.KAF.00.00 | 2025-07-23T08:09:53.085087Z - 2025-07-23T08:10:53.085087Z,,,,,,,,,,
HE.FIC4.00.00 | 2025-10-29T15:14:11.570819Z - 2025-10-29T15:15:11.570819Z,,,,,,,,,,
HE.VRF.00.00 | 2025-12-27T19:26:44.963627Z - 2025-12-27T19:27:44.963627Z,,,,,,,,,,
FN.RANF.00.00 | 2025-10-04T19:23:44.908186Z - 2025-10-04T19:24:44.908186Z,,,,,,,,,,
HE.HEL2.00.00 | 2025-06-30T14:06:44.750862Z - 2025-06-30T14:07:44.750862Z,,,,,,,,,,
HE.KAF.00.00 | 2025-06-09T10:59:16.925806Z - 2025-06-09T11:00:16.925806Z,,,,,,,,,,
HE.VUOS.00.00 | 2025-03-31T10:07:06.958114Z - 2025-03-31T10:08:06.958114Z,,,,,,,,,,
HE.NUR.00.00 | 2025-07-23T10:45:08.548588Z - 2025-07-23T10:46:08.548588Z,,,,,,,,,,
HE.KU2.00.00 | 2025-05-30T16:21:27.634868Z - 2025-05-30T16:22:27.634868Z,,,,,,,,,,
HE.OBF3.00.00 | 2025-05-09T02:00:49.481263Z - 2025-05-09T02:01:49.481263Z,,,,,,,,,,
HE.OBF3.00.00 | 2025-11-27T05:42:34.251459Z - 2025-11-27T05:43:34.251459Z,,,,,,,,,,
FN.RNF.00.00 | 2025-07-03T01:54:17.862840Z - 2025-07-03T01:55:17.862840Z,,,,,,,,,,
HE.RUF.00.00 | 2025-04-24T11:36:08.919447Z - 2025-04-24T11:37:08.919447Z,,,,,,,,,,
HE.FIB4.00.00 | 2025-06-11T11:19:12.173027Z - 2025-06-11T11:20:12.173027Z,,,,,,,,,,
HE.OBF8.00.00 | 2025-03-17T18:32:38.355752Z - 2025-03-17T18:33:38.355752Z,,,,,,,,,,
HE.KIF.00.00 | 2025-09-24T14:51:25.313444Z - 2025-09-24T14:52:25.313444Z,,,,,,,,,,
HE.HEL1.00.00 | 2025-03-13T17:17:35.396807Z - 2025-03-13T17:18:35.396807Z,,,,,,,,,,
HE.KY02.00.00 | 2025-02-17T16:05:18.231095Z - 2025-02-17T16:06:18.231095Z,,,,,,,,,,
HE.KEV.00.00 | 2025-09-17T12:45:43.690639Z - 2025-09-17T12:46:43.690639Z,,,,,,,,,,
HE.FIC2.00.00 | 2025-10-16T13:34:05.795445Z - 2025-10-16T13:35:05.795445Z,,,,,,,,,,
HE.KORF.00.00 | 2025-05-16T09:47:06.600167Z - 2025-05-16T09:48:06.600167Z,,,,,,,,,,
HE.FIC1.00.00 | 2025-11-22T22:28:34.612008Z - 2025-11-22T22:29:34.612008Z,,,,,,,,,,
HE.KAF.00.00 | 2025-09-21T16:26:53.522065Z - 2025-09-21T16:27:53.522065Z,,,,,,,,,,
HE.FIA2.00.00 | 2025-02-26T12:57:59.948316Z - 2025-02-26T12:58:59.948316Z,,,,,,,,,,
HE.FIA0.00.00 | 2025-01-21T09:12:58.293100Z - 2025-01-21T09:13:58.293100Z,,,,,,,,,,
HE.HEL2.00.00 | 2025-06-19T04:45:48.576992Z - 2025-06-19T04:46:48.576992Z,,,,,,,,,,
HE.KEV.00.00 | 2025-05-24T05:06:53.989940Z - 2025-05-24T05:07:53.989940Z,,,,,,,,,,
HE.RMF.00.00 | 2025-06-20T12:48:08.528645Z - 2025-06-20T12:49:08.528645Z,,,,,,,,,,
HE.RUF.00.00 | 2025-04-10T01:18:49.304163Z - 2025-04-10T01:19:49.304163Z,,,,,,,,,,
HE.FIA0.00.00 | 2025-10-06T10:26:25.834880Z - 2025-10-06T10:27:25.834880Z,,,,,,,,,,
HE.MEF.00.00 | 2025-11-25T14:22:31.328633Z - 2025-11-25T14:23:31.328633Z,,,,,,,,,,
HE.FIB4.00.00 | 2025-04-25T15:17:26.840876Z - 2025-04-25T15:18:26.840876Z,,,,,,,,,,
FN.MSF.00.00 | 2025-03-15T02:59:52.144744Z - 2025-03-15T03:00:52.144744Z,,,,,,,,,,
HE.FIC4.00.00 | 2025-03-10T15:27:49.512764Z - 2025-03-10T15:28:49.512764Z,,,,,,,,,,
FN.KMNF.00.00 | 2025-07-27T04:30:05.698486Z - 2025-07-27T04:31:05.698486Z,,,,,,,,,,
HE.FIB5.00.00 | 2025-02-01T23:37:39.582730Z - 2025-02-01T23:38:39.582730Z,,,,,,,,,,
HE.KORF.00.00 | 2025-04-04T20:43:04.715049Z - 2025-04-04T20:44:04.715049Z,,,,,,,,,,
HE.FIB5.00.00 | 2025-07-10T01:40:34.155563Z - 2025-07-10T01:41:34.155563Z,,,,,,,,,,
HE.FIC5.00.00 | 2025-05-08T05:01:52.341333Z - 2025-05-08T05:02:52.341333Z,,,,,,,,,,
FN.RANF.00.00 | 2025-01-14T08:09:14.783009Z - 2025-01-14T08:10:14.783009Z,,,,,,,,,,
HE.KY17.00.00 | 2025-09-23T17:00:33.248330Z - 2025-09-23T17:01:33.248330Z,,,,,,,,,,
HE.FIC6.00.00 | 2025-12-22T19:25:37.791577Z - 2025-12-22T19:26:37.791577Z,,,,,,,,,,
HE.FIC6.00.00 | 2025-02-22T02:27:17.490640Z - 2025-02-22T02:28:17.490640Z,,,,,,,,,,
FN.MSF.00.00 | 2025-06-02T14:18:12.101852Z - 2025-06-02T14:19:12.101852Z,,,,,,,,,,
HE.VAF.00.00 | 2025-02-26T12:55:15.681593Z - 2025-02-26T12:56:15.681593Z,,,,,,,,,,
HE.RUF.00.00 | 2025-11-05T00:14:31.661624Z - 2025-11-05T00:15:31.661624Z,,,,,,,,,,
HE.OBF8.00.00 | 2025-02-15T14:11:00.921036Z - 2025-02-15T14:12:00.921036Z,,,,,,,,,,
HE.FIB1.00.00 | 2025-11-14T01:33:20.862575Z - 2025-11-14T01:34:20.862575Z,,,,,,,,,,
HE.FIC4.00.00 | 2025-10-19T05:31:05.125611Z - 2025-10-19T05:32:05.125611Z,,,,,,,,,,
HE.HEL1.00.00 | 2025-08-17T01:06:40.427857Z - 2025-08-17T01:07:40.427857Z,,,,,,,,,,
HE.KU1.00.00 | 2025-09-19T18:39:32.115527Z - 2025-09-19T18:40:32.115527Z,,,,,,,,,,
HE.VUOS.00.00 | 2025-05-19T04:11:28.590906Z - 2025-05-19T04:12:28.590906Z,,,,,,,,,,
HE.OUF.00.00 | 2025-08-26T10:23:10.235109Z - 2025-08-26T10:24:10.235109Z,,,,,,,,,,
HE.FIC1.00.00 | 2025-02-10T06:18:21.906048Z - 2025-02-10T06:19:21.906048Z,,,,,,,,,,
HE.FIC1.00.00 | 2025-05-07T06:28:23.066356Z - 2025-05-07T06:29:23.066356Z,,,,,,,,,,
HE.FIA2.00.00 | 2025-05-31T08:45:41.378132Z - 2025-05-31T08:46:41.378132Z,,,,,,,,,,
HE.FIC5.00.00 | 2025-08-15T10:31:37.775146Z - 2025-08-15T10:32:37.775146Z,,,,,,,,,,
HE.KIF.00.00 | 2025-09-24T14:51:52.152379Z - 2025-09-24T14:52:52.152379Z,,,,,,,,,,
HE.KY17.00.00 | 2025-08-11T17:33:14.134373Z - 2025-08-11T17:34:14.134373Z,,,,,,,,,,
HE.FIB5.00.00 | 2025-05-20T13:46:48.478525Z - 2025-05-20T13:47:48.478525Z,,,,,,,,,,
HE.FIA3.00.00 | 2025-07-27T03:57:02.253942Z - 2025-07-27T03:58:02.253942Z,,,,,,,,,,
HE.RUF.00.00 | 2025-02-05T13:31:59.720873Z - 2025-02-05T13:32:59.720873Z,,,,,,,,,,
HE.KIF.00.00 | 2025-05-13T04:37:33.115215Z - 2025-05-13T04:38:33.115215Z,,,,,,,,,,
FN.RAJF.00.00 | 2025-06-11T15:02:07.740658Z - 2025-06-11T15:03:07.740658Z,,,,,,,,,,
HE.PVF.00.00 | 2025-12-12T04:36:36.560001Z - 2025-12-12T04:37:36.560001Z,,,,,,,,,,
HE.NUR.00.00 | 2025-08-15T21:12:04.252293Z - 2025-08-15T21:13:04.252293Z,,,,,,,,,,
HE.TVF.00.00 | 2025-06-09T22:24:40.827513Z - 2025-06-09T22:25:40.827513Z,,,,,,,,,,
HE.KPF.00.00 | 2025-01-07T17:35:07.035734Z - 2025-01-07T17:36:07.035734Z,,,,,,,,,,
HE.FIC6.00.00 | 2025-02-25T06:38:30.074707Z - 2025-02-25T06:39:30.074707Z,,,,,,,,,,
FN.RANF.00.00 | 2025-05-18T09:50:02.804755Z - 2025-05-18T09:51:02.804755Z,,,,,,,,,,
HE.RAF.00.00 | 2025-07-23T03:28:32.234650Z - 2025-07-23T03:29:32.234650Z,,,,,,,,,,
HE.JOF.00.00 | 2025-09-24T23:25:27.983839Z - 2025-09-24T23:26:27.983839Z,,,,,,,,,,
HE.ALAJF.00.00 | 2025-12-26T19:07:49.676001Z - 2025-12-26T19:08:49.676001Z,,,,,,,,,,
HE.TRE03.00.00 | 2025-03-31T13:28:42.303872Z - 2025-03-31T13:29:42.303872Z,,,,,,,,,,
HE.VUOS.00.00 | 2025-08-12T22:14:02.050770Z - 2025-08-12T22:15:02.050770Z,,,,,,,,,,
HE.KOFF.00.00 | 2025-10-23T06:55:53.876243Z - 2025-10-23T06:56:53.876243Z,,,,,,,,,,
HE.FIB6.00.00 | 2025-01-02T00:54:07.969406Z - 2025-01-02T00:55:07.969406Z,,,,,,,,,,
HE.VAF.00.00 | 2025-07-29T22:27:54.259479Z - 2025-07-29T22:28:54.259479Z,,,,,,,,,,
HE.FIC4.00.00 | 2025-02-24T11:05:05.297099Z - 2025-02-24T11:06:05.297099Z,,,,,,,,,,
HE.ECKF.00.00 | 2025-05-21T07:24:56.016122Z - 2025-05-21T07:25:56.016122Z,,,,,,,,,,
HE.OBF3.00.00 | 2025-07-24T21:45:09.628792Z - 2025-07-24T21:46:09.628792Z,,,,,,,,,,
HE.KJNF.00.00 | 2025-10-29T08:37:41.889808Z - 2025-10-29T08:38:41.889808Z,,,,,,,,,,
FN.RANF.00.00 | 2025-07-04T12:42:20.068165Z - 2025-07-04T12:43:20.068165Z,,,,,,,,,,
HE.OBF3.00.00 | 2025-01-07T18:55:13.060364Z - 2025-01-07T18:56:13.060364Z,,,,,,,,,,
FN.OUL.00.00 | 2025-08-02T14:20:35.268866Z - 2025-08-02T14:21:35.268866Z,,,,,,,,,,
HE.FIB1.00.00 | 2025-10-15T04:28:04.452383Z - 2025-10-15T04:29:04.452383Z,,,,,,,,,,
FN.KLF.00.00 | 2025-11-09T04:49:43.421868Z - 2025-11-09T04:50:43.421868Z,,,,,,,,,,
FN.KMNF.00.00 | 2025-05-03T05:06:39.813976Z - 2025-05-03T05:07:39.813976Z,,,,,,,,,,
HE.FIA2.00.00 | 2025-12-24T23:39:27.537259Z - 2025-12-24T23:40:27.537259Z,,,,,,,,,,
HE.FIB2.00.00 | 2025-04-12T06:30:37.982741Z - 2025-04-12T06:31:37.982741Z,,,,,,,,,,
HE.RUF.00.00 | 2025-02-05T20:02:30.705047Z - 2025-02-05T20:03:30.705047Z,,,,,,,,,,
HE.FIB4.00.00 | 2025-07-05T21:29:57.460707Z - 2025-07-05T21:30:57.460707Z,,,,,,,,,,
HE.KIF.00.00 | 2025-03-01T13:31:55.518649Z - 2025-03-01T13:32:55.518649Z,,,,,,,,,,
FN.MSF.00.00 | 2025-08-25T14:05:25.400523Z - 2025-08-25T14:06:25.400523Z,,,,,,,,,,
HE.HEL1.00.00 | 2025-09-09T17:36:12.311075Z - 2025-09-09T17:37:12.311075Z,,,,,,,,,,
UP.AAL.00.00 | 2025-07-11T21:03:48.954686Z - 2025-07-11T21:04:48.954686Z,,,,,,,,,,
HE.FIC4.00.00 | 2025-05-01T04:20:15.716099Z - 2025-05-01T04:21:15.716099Z,,,,,,,,,,
HE.FIC6.00.00 | 2025-09-27T08:49:28.799833Z - 2025-09-27T08:50:28.799833Z,,,,,,,,,,
HE.OUF.00.00 | 2025-12-03T11:03:29.740011Z - 2025-12-03T11:04:29.740011Z,,,,,,,,,,
