file_name,network,station,instrument_type,station_lat,station_lon,station_elv,p_arrival_time,p_probability,s_arrival_time,s_probability
FN.RNF.00.00 | 2025-02-02T17:56:41.282979Z - 2025-02-02T17:57:41.282979Z,,,,,,,,,,
HE.FIC5.00.00 | 2025-01-24T07:44:13.424418Z - 2025-01-24T07:45:13.424418Z,,,,,,,,,,
HE.KIF.00.00 | 2025-01-29T20:08:05.110681Z - 2025-01-29T20:09:05.110681Z,,,,,,,,,,
HE.KEF.00.00 | 2025-01-13T03:06:01.656106Z - 2025-01-13T03:07:01.656106Z,,,,,,,,,,
HE.OUF.00.00 | 2025-02-09T21:20:25.720766Z - 2025-02-09T21:21:25.720766Z,,,,,,,,,,
HE.FIB6.00.00 | 2025-02-27T03:22:21.199643Z - 2025-02-27T03:23:21.199643Z,,,,,,,,,,
HE.KEV.00.00 | 2025-01-14T00:06:44.569432Z - 2025-01-14T00:07:44.569432Z,,,,,,,,,,
HE.NUR.00.00 | 2025-02-07T11:02:33.552626Z - 2025-02-07T11:03:33.552626Z,,,,,,,,,,
HE.FIB3.00.00 | 2025-01-16T17:22:31.568029Z - 2025-01-16T17:23:31.568029Z,,,,,,,,,,
HE.KEF.00.00 | 2025-01-31T13:02:08.614363Z - 2025-01-31T13:03:08.614363Z,,,,,,,,,,
FN.RNF.00.00 | 2025-02-19T01:12:52.059709Z - 2025-02-19T01:13:52.059709Z,,,,,,,,,,
HE.MEF.00.00 | 2025-01-05T12:29:26.988978Z - 2025-01-05T12:30:26.988978Z,,,,,,,,,,
HE.RAF.00.00 | 2025-02-17T00:49:46.430028Z - 2025-02-17T00:50:46.430028Z,,,,,,,,,,
HE.HEL5.00.00 | 2025-01-14T01:34:23.990523Z - 2025-01-14T01:35:23.990523Z,,,,,,,,,,
HE.KJNF.00.00 | 2025-02-20T00:30:59.210359Z - 2025-02-20T00:31:59.210359Z,,,,,,,,,,
HE.KUNI.00.00 | 2025-01-20T06:15:25.202304Z - 2025-01-20T06:16:25.202304Z,,,,,,,,,,
HE.KEV.00.00 | 2025-01-15T14:12:22.646470Z - 2025-01-15T14:13:22.646470Z,,,,,,,,,,
HE.KU6.00.00 | 2025-02-17T19:29:35.688225Z - 2025-02-17T19:30:35.688225Z,,,,,,,,,,
FN.RANF.00.00 | 2025-01-19T04:40:52.156588Z - 2025-01-19T04:41:52.156588Z,,,,,,,,,,
FN.KLF.00.00 | 2025-01-05T14:49:58.499179Z - 2025-01-05T14:50:58.499179Z,,,,,,,,,,
HE.FIB4.00.00 | 2025-02-12T02:42:58.138137Z - 2025-02-12T02:43:58.138137Z,,,,,,,,,,
HE.MEF.00.00 | 2025-02-13T09:14:23.732035Z - 2025-02-13T09:15:23.732035Z,,,,,,,,,,
HE.KJNF.00.00 | 2025-02-18T13:24:40.891092Z - 2025-02-18T13:25:40.891092Z,,,,,,,,,,
FN.RANF.00.00 | 2025-02-26T21:17:19.628461Z - 2025-02-26T21:18:19.628461Z,,,,,,,,,,
HE.TRE03.00.00 | 2025-02-15T12:12:17.360483Z - 2025-02-15T12:13:17.360483Z,,,,,,,,,,
FN.OLKF.00.00 | 2025-01-27T08:57:46.338243Z - 2025-01-27T08:58:46.338243Z,,,,,,,,,,
FN.RNF.00.00 | 2025-02-18T11:19:46.667330Z - 2025-02-18T11:20:46.667330Z,,,,,,,,,,
HE.SUF.00.00 | 2025-02-16T06:50:58.626087Z - 2025-02-16T06:51:58.626087Z,,,,,,,,,,
HE.OBF8.00.00 | 2025-02-01T07:28:30.275839Z - 2025-02-01T07:29:30.275839Z,,,,,,,,,,
HE.KU2.00.00 | 2025-02-01T16:57:56.924818Z - 2025-02-01T16:58:56.924818Z,,,,,,,,,,
HE.KY02.00.00 | 2025-01-20T18:30:42.319048Z - 2025-01-20T18:31:42.319048Z,,,,,,,,,,
HE.LAUT.00.00 | 2025-01-11T08:08:35.274628Z - 2025-01-11T08:09:35.274628Z,,,,,,,,,,
HE.VRF.00.00 | 2025-02-27T12:10:07.493670Z - 2025-02-27T12:11:07.493670Z,,,,,,,,,,
HE.FIA3.00.00 | 2025-02-01T04:17:14.009346Z - 2025-02-01T04:18:14.009346Z,,,,,,,,,,
HE.KY02.00.00 | 2025-02-14T12:28:49.963339Z - 2025-02-14T12:29:49.963339Z,,,,,,,,,,
HE.ECKF.00.00 | 2025-02-13T02:09:38.550197Z - 2025-02-13T02:10:38.550197Z,,,,,,,,,,
HE.KAF.00.00 | 2025-01-08T20:53:08.040503Z - 2025-01-08T20:54:08.040503Z,,,,,,,,,,
HE.KIF.00.00 | 2025-01-31T04:34:15.099697Z - 2025-01-31T04:35:15.099697Z,,,,,,,,,,
HE.FIA0.00.00 | 2025-02-02T11:30:15.658749Z - 2025-02-02T11:31:15.658749Z,,,,,,,,,,
FN.RNF.00.00 | 2025-01-07T03:41:49.369397Z - 2025-01-07T03:42:49.369397Z,,,,,,,,,,
HE.RUF.00.00 | 2025-01-06T07:17:00.131426Z - 2025-01-06T07:18:00.131426Z,,,,,,,,,,
HE.FIB3.00.00 | 2025-01-29T11:55:27.584593Z - 2025-01-29T11:56:27.584593Z,,,,,,,,,,
HE.OBF8.00.00 | 2025-02-28T11:29:47.088277Z - 2025-02-28T11:30:47.088277Z,,,,,,,,,,
HE.JOF.00.00 | 2025-02-01T15:50:39.007798Z - 2025-02-01T15:51:39.007798Z,,,,,,,,,,
HE.OBF8.00.00 | 2025-01-04T03:28:50.882766Z - 2025-01-04T03:29:50.882766Z,,,,,,,,,,
HE.FIA0.00.00 | 2025-01-15T06:27:42.860537Z - 2025-01-15T06:28:42.860537Z,,,,,,,,,,
HE.KJNF.00.00 | 2025-01-27T22:21:42.285646Z - 2025-01-27T22:22:42.285646Z,,,,,,,,,,
HE.RAF.00.00 | 2025-01-14T06:00:03.495614Z - 2025-01-14T06:01:03.495614Z,,,,,,,,,,
HE.FIC1.00.00 | 2025-01-06T00:46:50.420720Z - 2025-01-06T00:47:50.420720Z,,,,,,,,,,
HE.PVF.00.00 | 2025-02-23T03:36:34.007848Z - 2025-02-23T03:37:34.007848Z,,,,,,,,,,
HE.OBF8.00.00 | 2025-02-16T04:05:39.761955Z - 2025-02-16T04:06:39.761955Z,,,,,,,,,,
HE.KAF.00.00 | 2025-01-21T23:09:44.530207Z - 2025-01-21T23:10:44.530207Z,,,,,,,,,,
HE.KU1.00.00 | 2025-01-12T23:02:02.471400Z - 2025-01-12T23:03:02.471400Z,,,,,,,,,,
HE.OUF.00.00 | 2025-01-24T01:45:45.162904Z - 2025-01-24T01:46:45.162904Z,,,,,,,,,,
HE.KIF.00.00 | 2025-01-19T21:05:11.299554Z - 2025-01-19T21:06:11.299554Z,,,,,,,,,,
FN.OLKF.00.00 | 2025-02-18T04:46:40.362318Z - 2025-02-18T04:47:40.362318Z,,,,,,,,,,
HE.KU1.00.00 | 2025-01-11T02:13:27.428231Z - 2025-01-11T02:14:27.428231Z,,,,,,,,,,
HE.KEF.00.00 | 2025-02-07T07:14:13.389433Z - 2025-02-07T07:15:13.389433Z,,,,,,,,,,
HE.VUOS.00.00 | 2025-02-26T02:07:23.644929Z - 2025-02-26T02:08:23.644929Z,,,,,,,,,,
HE.KAF.00.00 | 2025-02-16T13:01:35.932655Z - 2025-02-16T13:02:35.932655Z,,,,,,,,,,
HE.HEF.00.00 | 2025-01-12T23:45:11.644536Z - 2025-01-12T23:46:11.644536Z,,,,,,,,,,
HE.RSUO.00.00 | 2025-01-09T07:52:29.012566Z - 2025-01-09T07:53:29.012566Z,,,,,,,,,,
HE.KEF.00.00 | 2025-02-26T05:04:38.211824Z - 2025-02-26T05:05:38.211824Z,,,,,,,,,,
FN.RAJF.00.00 | 2025-02-08T10:39:56.891049Z - 2025-02-08T10:40:56.891049Z,,,,,,,,,,
FN.KMNF.00.00 | 2025-02-18T07:27:39.660289Z - 2025-02-18T07:28:39.660289Z,,,,,,,,,,
FN.RNF.00.00 | 2025-01-09T05:45:17.830444Z - 2025-01-09T05:46:17.830444Z,,,,,,,,,,
HE.MEF.00.00 | 2025-02-20T07:21:45.494078Z - 2025-02-20T07:22:45.494078Z,,,,,,,,,,
HE.FIB1.00.00 | 2025-01-16T15:52:46.862167Z - 2025-01-16T15:53:46.862167Z,,,,,,,,,,
HE.PVF.00.00 | 2025-01-04T17:19:34.411165Z - 2025-01-04T17:20:34.411165Z,,,,,,,,,,
HE.VAF.00.00 | 2025-01-27T20:42:26.224612Z - 2025-01-27T20:43:26.224612Z,,,,,,,,,,
HE.TOF.00.00 | 2025-01-09T13:46:36.809933Z - 2025-01-09T13:47:36.809933Z,,,,,,,,,,
HE.OBF0.00.00 | 2025-02-06T06:52:27.890886Z - 2025-02-06T06:53:27.890886Z,,,,,,,,,,
HE.VUOS.00.00 | 2025-02-12T09:56:41.714502Z - 2025-02-12T09:57:41.714502Z,,,,,,,,,,
HE.KIF.00.00 | 2025-01-11T23:08:39.632452Z - 2025-01-11T23:09:39.632452Z,,,,,,,,,,
HE.KU2.00.00 | 2025-01-28T21:42:36.185877Z - 2025-01-28T21:43:36.185877Z,,,,,,,,,,
HE.RAF.00.00 | 2025-02-21T17:47:02.459041Z - 2025-02-21T17:48:02.459041Z,,,,,,,,,,
HE.OBF8.00.00 | 2025-02-21T08:21:13.815063Z - 2025-02-21T08:22:13.815063Z,,,,,,,,,,
HE.VUOS.00.00 | 2025-01-20T05:52:04.740707Z - 2025-01-20T05:53:04.740707Z,,,,,,,,,,
HE.JOF.00.00 | 2025-01-23T12:46:07.563718Z - 2025-01-23T12:47:07.563718Z,,,,,,,,,,
HE.FIC6.00.00 | 2025-01-26T15:22:01.926316Z - 2025-01-26T15:23:01.926316Z,,,,,,,,,,
HE.FIA1.00.00 | 2025-02-16T09:23:53.416283Z - 2025-02-16T09:24:53.416283Z,,,,,,,,,,
HE.OUF.00.00 | 2025-01-13T17:30:24.977408Z - 2025-01-13T17:31:24.977408Z,,,,,,,,,,
HE.FIC2.00.00 | 2025-01-29T13:29:32.105262Z - 2025-01-29T13:30:32.105262Z,,,,,,,,,,
HE.OBF3.00.00 | 2025-01-05T16:23:45.256262Z - 2025-01-05T16:24:45.256262Z,,,,,,,,,,
HE.TRE03.00.00 | 2025-01-03T06:50:40.867966Z - 2025-01-03T06:51:40.867966Z,,,,,,,,,,
HE.OBF3.00.00 | 2025-01-15T21:44:03.093535Z - 2025-01-15T21:45:03.093535Z,,,,,,,,,,
HE.FIB2.00.00 | 2025-01-16T20:33:12.129613Z - 2025-01-16T20:34:12.129613Z,,,,,,,,,,
HE.KY02.00.00 | 2025-02-01T23:07:59.677758Z - 2025-02-01T23:08:59.677758Z,,,,,,,,,,
HE.RAF.00.00 | 2025-02-19T14:26:55.629930Z - 2025-02-19T14:27:55.629930Z,,,,,,,,,,
HE.FIC1.00.00 | 2025-02-08T02:32:44.666665Z - 2025-02-08T02:33:44.666665Z,,,,,,,,,,
FN.MSF.00.00 | 2025-01-25T05:54:58.091155Z - 2025-01-25T05:55:58.091155Z,,,,,,,,,,
HE.KAF.00.00 | 2025-02-15T07:59:48.186447Z - 2025-02-15T08:00:48.186447Z,,,,,,,,,,
HE.HEF.00.00 | 2025-01-27T03:52:52.109194Z - 2025-01-27T03:53:52.109194Z,,,,,,,,,,
HE.RSUO.00.00 | 2025-02-26T16:27:59.677378Z - 2025-02-26T16:28:59.677378Z,,,,,,,,,,
HE.LOVF.00.00 | 2025-01-15T19:43:41.663410Z - 2025-01-15T19:44:41.663410Z,,,,,,,,,,
FN.KMNF.00.00 | 2025-02-18T12:58:46.805687Z - 2025-02-18T12:59:46.805687Z,,,,,,,,,,
HE.FIC4.00.00 | 2025-01-24T06:14:03.485774Z - 2025-01-24T06:15:03.485774Z,,,,,,,,,,
HE.FIC6.00.00 | 2025-02-07T13:51:12.783655Z - 2025-02-07T13:52:12.783655Z,,,,,,,,,,
HE.NIF.00.00 | 2025-02-21T20:56:22.390936Z - 2025-02-21T20:57:22.390936Z,,,,,,,,,,
HE.KY02.00.00 | 2025-01-31T16:20:12.377527Z - 2025-01-31T16:21:12.377527Z,,,,,,,,,,
HE.NIF.00.00 | 2025-01-08T07:54:56.447564Z - 2025-01-08T07:55:56.447564Z,,,,,,,,,,
HE.HEL1.00.00 | 2025-01-22T01:34:48.840802Z - 2025-01-22T01:35:48.840802Z,,,,,,,,,,
HE.FIA2.00.00 | 2025-02-02T11:53:00.358806Z - 2025-02-02T11:54:00.358806Z,,,,,,,,,,
HE.ECKF.00.00 | 2025-01-21T22:39:21.779248Z - 2025-01-21T22:40:21.779248Z,,,,,,,,,,
UP.AAL.00.00 | 2025-01-11T06:29:24.501230Z - 2025-01-11T06:30:24.501230Z,,,,,,,,,,
HE.KAF.00.00 | 2025-01-21T07:14:45.293248Z - 2025-01-21T07:15:45.293248Z,,,,,,,,,,
HE.FIB1.00.00 | 2025-02-05T08:21:46.630273Z - 2025-02-05T08:22:46.630273Z,,,,,,,,,,
HE.LOVF.00.00 | 2025-02-08T05:43:45.767496Z - 2025-02-08T05:44:45.767496Z,,,,,,,,,,
HE.NUR.00.00 | 2025-01-19T16:12:19.731993Z - 2025-01-19T16:13:19.731993Z,,,,,,,,,,
HE.HEF.00.00 | 2025-01-07T23:36:35.127488Z - 2025-01-07T23:37:35.127488Z,,,,,,,,,,
HE.FIA2.00.00 | 2025-01-24T00:50:32.604783Z - 2025-01-24T00:51:32.604783Z,,,,,,,,,,
FN.RNF.00.00 | 2025-01-30T04:54:43.442357Z - 2025-01-30T04:55:43.442357Z,,,,,,,,,,
HE.KY02.00.00 | 2025-01-18T02:31:47.170401Z - 2025-01-18T02:32:47.170401Z,,,,,,,,,,
HE.ALAJF.00.00 | 2025-02-02T12:55:13.181153Z - 2025-02-02T12:56:13.181153Z,,,,,,,,,,
HE.KU6.00.00 | 2025-02-01T04:09:16.813895Z - 2025-02-01T04:10:16.813895Z,,,,,,,,,,
HE.KY02.00.00 | 2025-01-15T01:22:11.427902Z - 2025-01-15T01:23:11.427902Z,,,,,,,,,,
HE.VJF.00.00 | 2025-01-19T21:48:48.143755Z - 2025-01-19T21:49:48.143755Z,,,,,,,,,,
FN.RNF.00.00 | 2025-01-09T06:31:14.275423Z - 2025-01-09T06:32:14.275423Z,,,,,,,,,,
HE.KEV.00.00 | 2025-01-11T06:07:09.259265Z - 2025-01-11T06:08:09.259265Z,,,,,,,,,,
HE.KIF.00.00 | 2025-01-10T12:23:36.846791Z - 2025-01-10T12:24:36.846791Z,,,,,,,,,,
HE.KEF.00.00 | 2025-02-16T09:18:44.952855Z - 2025-02-16T09:19:44.952855Z,,,,,,,,,,
HE.KIF.00.00 | 2025-02-10T19:31:53.504754Z - 2025-02-10T19:32:53.504754Z,,,,,,,,,,
HE.KPF.00.00 | 2025-02-02T09:12:06.463013Z - 2025-02-02T09:13:06.463013Z,,,,,,,,,,
FN.KMNF.00.00 | 2025-02-04T11:37:28.110702Z - 2025-02-04T11:38:28.110702Z,,,,,,,,,,
HE.FIC3.00.00 | 2025-02-26T12:45:33.452341Z - 2025-02-26T12:46:33.452341Z,,,,,,,,,,
HE.HEL1.00.00 | 2025-02-08T07:24:47.463530Z - 2025-02-08T07:25:47.463530Z,,,,,,,,,,
UP.AAL.00.00 | 2025-02-07T19:48:58.128978Z - 2025-02-07T19:49:58.128978Z,,,,,,,,,,
HE.KU6.00.00 | 2025-02-13T19:04:29.470438Z - 2025-02-13T19:05:29.470438Z,,,,,,,,,,
HE.RUF.00.00 | 2025-02-15T17:41:10.848876Z - 2025-02-15T17:42:10.848876Z,,,,,,,,,,
HE.MEF.00.00 | 2025-02-01T10:42:15.900924Z - 2025-02-01T10:43:15.900924Z,,,,,,,,,,
FN.KLF.00.00 | 2025-02-12T15:05:46.361876Z - 2025-02-12T15:06:46.361876Z,,,,,,,,,,
HE.KY02.00.00 | 2025-01-26T18:58:09.753326Z - 2025-01-26T18:59:09.753326Z,,,,,,,,,,
HE.FIA0.00.00 | 2025-01-20T23:29:22.077020Z - 2025-01-20T23:30:22.077020Z,,,,,,,,,,
HE.KEV.00.00 | 2025-02-07T07:07:15.816097Z - 2025-02-07T07:08:15.816097Z,,,,,,,,,,
HE.FIC1.00.00 | 2025-01-20T00:10:03.708434Z - 2025-01-20T00:11:03.708434Z,,,,,,,,,,
HE.FIA1.00.00 | 2025-02-17T22:58:01.996852Z - 2025-02-17T22:59:01.996852Z,,,,,,,,,,
HE.KU6.00.00 | 2025-01-03T13:01:31.990660Z - 2025-01-03T13:02:31.990660Z,,,,,,,,,,
HE.LAUT.00.00 | 2025-01-14T04:57:35.865797Z - 2025-01-14T04:58:35.865797Z,,,,,,,,,,
HE.KUNI.00.00 | 2025-01-22T03:31:08.141441Z - 2025-01-22T03:32:08.141441Z,,,,,,,,,,
FN.KMNF.00.00 | 2025-02-20T10:38:40.374365Z - 2025-02-20T10:39:40.374365Z,,,,,,,,,,
HE.RUF.00.00 | 2025-02-13T07:47:46.715758Z - 2025-02-13T07:48:46.715758Z,,,,,,,,,,
HE.KY02.00.00 | 2025-02-17T19:09:43.468141Z - 2025-02-17T19:10:43.468141Z,,,,,,,,,,
HE.VAF.00.00 | 2025-02-24T19:50:57.487942Z - 2025-02-24T19:51:57.487942Z,,,,,,,,,,
HE.KAF.00.00 | 2025-02-13T10:14:26.902643Z - 2025-02-13T10:15:26.902643Z,,,,,,,,,,
HE.OBF8.00.00 | 2025-01-19T08:31:31.249335Z - 2025-01-19T08:32:31.249335Z,,,,,,,,,,
HE.VUOS.00.00 | 2025-01-06T03:26:50.729216Z - 2025-01-06T03:27:50.729216Z,,,,,,,,,,
HE.KPF.00.00 | 2025-02-13T02:03:30.905796Z - 2025-02-13T02:04:30.905796Z,,,,,,,,,,
FN.RANF.00.00 | 2025-02-07T12:16:47.535427Z - 2025-02-07T12:17:47.535427Z,,,,,,,,,,
FN.RAJF.00.00 | 2025-01-04T06:11:29.377316Z - 2025-01-04T06:12:29.377316Z,,,,,,,,,,
HE.OBF3.00.00 | 2025-01-08T05:52:10.788020Z - 2025-01-08T05:53:10.788020Z,,,,,,,,,,
HE.FIA2.00.00 | 2025-01-13T22:56:02.900183Z - 2025-01-13T22:57:02.900183Z,,,,,,,,,,
HE.KAF.00.00 | 2025-01-08T10:13:14.493718Z - 2025-01-08T10:14:14.493718Z,,,,,,,,,,
HE.KIF.00.00 | 2025-02-06T00:01:34.532003Z - 2025-02-06T00:02:34.532003Z,,,,,,,,,,
HE.TOF.00.00 | 2025-02-15T22:08:39.485760Z - 2025-02-15T22:09:39.485760Z,,,,,,,,,,
HE.KU6.00.00 | 2025-02-19T21:38:50.340999Z - 2025-02-19T21:39:50.340999Z,,,,,,,,,,
HE.VJF.00.00 | 2025-01-09T02:26:09.706086Z - 2025-01-09T02:27:09.706086Z,,,,,,,,,,
HE.VAF.00.00 | 2025-01-26T18:31:59.112579Z - 2025-01-26T18:32:59.112579Z,,,,,,,,,,
HE.ECKF.00.00 | 2025-01-13T17:29:40.116539Z - 2025-01-13T17:30:40.116539Z,,,,,,,,,,
HE.HEL1.00.00 | 2025-02-22T21:09:24.721193Z - 2025-02-22T21:10:24.721193Z,,,,,,,,,,
HE.FIC1.00.00 | 2025-01-02T20:39:18.131846Z - 2025-01-02T20:40:18.131846Z,,,,,,,,,,
HE.FIB1.00.00 | 2025-01-07T05:08:01.591785Z - 2025-01-07T05:09:01.591785Z,,,,,,,,,,
FN.KLF.00.00 | 2025-01-05T02:34:47.884350Z - 2025-01-05T02:35:47.884350Z,,,,,,,,,,
HE.FIB3.00.00 | 2025-02-18T05:20:25.103177Z - 2025-02-18T05:21:25.103177Z,,,,,,,,,,
HE.FIC2.00.00 | 2025-01-14T15:39:31.896463Z - 2025-01-14T15:40:31.896463Z,,,,,,,,,,
HE.FIB5.00.00 | 2025-01-16T06:57:58.470205Z - 2025-01-16T06:58:58.470205Z,,,,,,,,,,
HE.HEL2.00.00 | 2025-02-21T21:38:51.949374Z - 2025-02-21T21:39:51.949374Z,,,,,,,,,,
HE.NIF.00.00 | 2025-01-17T16:09:58.437785Z - 2025-01-17T16:10:58.437785Z,,,,,,,,,,
UP.AAL.00.00 | 2025-01-02T22:06:39.181682Z - 2025-01-02T22:07:39.181682Z,,,,,,,,,,
FN.RNF.00.00 | 2025-02-16T15:04:25.861333Z - 2025-02-16T15:05:25.861333Z,,,,,,,,,,
HE.OBF3.00.00 | 2025-01-31T04:47:43.311204Z - 2025-01-31T04:48:43.311204Z,,,,,,,,,,
HE.FIB4.00.00 | 2025-01-26T04:21:27.061164Z - 2025-01-26T04:22:27.061164Z,,,,,,,,,,
HE.ALAJF.00.00 | 2025-01-28T17:31:33.099912Z - 2025-01-28T17:32:33.099912Z,,,,,,,,,,
HE.ECKF.00.00 | 2025-01-10T01:11:32.011894Z - 2025-01-10T01:12:32.011894Z,,,,,,,,,,
HE.FIA2.00.00 | 2025-01-18T04:40:46.971746Z - 2025-01-18T04:41:46.971746Z,,,,,,,,,,
FN.RANF.00.00 | 2025-01-27T22:16:57.791459Z - 2025-01-27T22:17:57.791459Z,,,,,,,,,,
HE.HEF.00.00 | 2025-01-03T04:52:47.928566Z - 2025-01-03T04:53:47.928566Z,,,,,,,,,,
HE.RMF.00.00 | 2025-01-03T04:18:31.713872Z - 2025-01-03T04:19:31.713872Z,,,,,,,,,,
HE.KU6.00.00 | 2025-01-04T03:29:44.005284Z - 2025-01-04T03:30:44.005284Z,,,,,,,,,,
HE.VUOS.00.00 | 2025-02-10T03:39:05.304273Z - 2025-02-10T03:40:05.304273Z,,,,,,,,,,
HE.VAF.00.00 | 2025-01-30T11:22:47.325412Z - 2025-01-30T11:23:47.325412Z,,,,,,,,,,
HE.TOF.00.00 | 2025-01-14T06:46:57.647113Z - 2025-01-14T06:47:57.647113Z,,,,,,,,,,
HE.ALAJF.00.00 | 2025-01-09T12:26:02.459420Z - 2025-01-09T12:27:02.459420Z,,,,,,,,,,
HE.OBF0.00.00 | 2025-02-27T06:34:32.196412Z - 2025-02-27T06:35:32.196412Z,,,,,,,,,,
HE.FIB2.00.00 | 2025-01-08T19:02:26.545949Z - 2025-01-08T19:03:26.545949Z,,,,,,,,,,
HE.RSUO.00.00 | 2025-02-15T08:55:16.222003Z - 2025-02-15T08:56:16.222003Z,,,,,,,,,,
HE.FIB4.00.00 | 2025-01-19T03:37:11.702688Z - 2025-01-19T03:38:11.702688Z,,,,,,,,,,
HE.FIC6.00.00 | 2025-01-27T12:35:38.189170Z - 2025-01-27T12:36:38.189170Z,,,,,,,,,,
HE.NUR.00.00 | 2025-01-14T21:48:56.076551Z - 2025-01-14T21:49:56.076551Z,,,,,,,,,,
HE.HEL5.00.00 | 2025-01-22T05:09:01.801594Z - 2025-01-22T05:10:01.801594Z,,,,,,,,,,
HE.KU6.00.00 | 2025-01-21T01:53:41.137888Z - 2025-01-21T01:54:41.137888Z,,,,,,,,,,
HE.RUF.00.00 | 2025-01-03T01:21:36.044267Z - 2025-01-03T01:22:36.044267Z,,,,,,,,,,
HE.KIF.00.00 | 2025-02-10T07:12:25.405822Z - 2025-02-10T07:13:25.405822Z,,,,,,,,,,
HE.PVF.00.00 | 2025-02-14T14:43:36.681334Z - 2025-02-14T14:44:36.681334Z,,,,,,,,,,
HE.MEF.00.00 | 2025-01-26T06:01:11.129248Z - 2025-01-26T06:02:11.129248Z,,,,,,,,,,
HE.VRF.00.00 | 2025-02-24T17:07:14.075425Z - 2025-02-24T17:08:14.075425Z,,,,,,,,,,
HE.RSUO.00.00 | 2025-02-12T12:18:16.533507Z - 2025-02-12T12:19:16.533507Z,,,,,,,,,,
HE.FIA1.00.00 | 2025-02-24T15:16:27.056583Z - 2025-02-24T15:17:27.056583Z,,,,,,,,,,
HE.FIB1.00.00 | 2025-02-15T01:31:07.951885Z - 2025-02-15T01:32:07.951885Z,,,,,,,,,,
FN.MSF.00.00 | 2025-02-01T20:16:14.303500Z - 2025-02-01T20:17:14.303500Z,,,,,,,,,,
HE.VAF.00.00 | 2025-02-08T19:37:00.457974Z - 2025-02-08T19:38:00.457974Z,,,,,,,,,,
HE.ALAJF.00.00 | 2025-02-13T06:01:22.349079Z - 2025-02-13T06:02:22.349079Z,,,,,,,,,,
HE.KU6.00.00 | 2025-02-12T18:10:00.258611Z - 2025-02-12T18:11:00.258611Z,,,,,,,,,,
HE.RUF.00.00 | 2025-02-07T23:33:19.034725Z - 2025-02-07T23:34:19.034725Z,,,,,,,,,,
HE.VUOS.00.00 | 2025-01-04T14:13:34.026489Z - 2025-01-04T14:14:34.026489Z,,,,,,,,,,
HE.VJF.00.00 | 2025-02-24T08:06:14.159497Z - 2025-02-24T08:07:14.159497Z,,,,,,,,,,
HE.FIB4.00.00 | 2025-01-29T03:41:47.358978Z - 2025-01-29T03:42:47.358978Z,,,,,,,,,,
HE.ALAJF.00.00 | 2025-01-31T05:57:20.797699Z - 2025-01-31T05:58:20.797699Z,,,,,,,,,,
HE.KORF.00.00 | 2025-02-23T21:39:02.669638Z - 2025-02-23T21:40:02.669638Z,,,,,,,,,,
HE.KY02.00.00 | 2025-02-18T04:31:42.628849Z - 2025-02-18T04:32:42.628849Z,,,,,,,,,,
FN.KLF.00.00 | 2025-01-12T04:47:02.832209Z - 2025-01-12T04:48:02.832209Z,,,,,,,,,,
UP.AAL.00.00 | 2025-02-20T01:21:34.358664Z - 2025-02-20T01:22:34.358664Z,,,,,,,,,,
FN.RNF.00.00 | 2025-02-11T19:10:59.236082Z - 2025-02-11T19:11:59.236082Z,,,,,,,,,,
HE.TRE03.00.00 | 2025-01-16T01:23:54.532182Z - 2025-01-16T01:24:54.532182Z,,,,,,,,,,
HE.FIB3.00.00 | 2025-02-01T09:27:33.565139Z - 2025-02-01T09:28:33.565139Z,,,,,,,,,,
HE.TVF.00.00 | 2025-01-22T10:34:47.984375Z - 2025-01-22T10:35:47.984375Z,,,,,,,,,,
HE.FIA2.00.00 | 2025-01-29T21:14:05.745656Z - 2025-01-29T21:15:05.745656Z,,,,,,,,,,
HE.FIB5.00.00 | 2025-01-20T14:08:47.930379Z - 2025-01-20T14:09:47.930379Z,,,,,,,,,,
HE.ALAJF.00.00 | 2025-01-24T01:46:46.089661Z - 2025-01-24T01:47:46.089661Z,,,,,,,,,,
HE.OUF.00.00 | 2025-01-30T18:28:38.413624Z - 2025-01-30T18:29:38.413624Z,,,,,,,,,,
HE.HEL5.00.00 | 2025-02-01T06:41:33.749451Z - 2025-02-01T06:42:33.749451Z,,,,,,,,,,
HE.VUOS.00.00 | 2025-01-28T19:50:19.701009Z - 2025-01-28T19:51:19.701009Z,,,,,,,,,,
HE.RUF.00.00 | 2025-01-26T21:32:44.994036Z - 2025-01-26T21:33:44.994036Z,,,,,,,,,,
HE.FIC4.00.00 | 2025-02-01T01:46:40.388383Z - 2025-02-01T01:47:40.388383Z,,,,,,,,,,
HE.RMF.00.00 | 2025-01-21T15:11:58.227064Z - 2025-01-21T15:12:58.227064Z,,,,,,,,,,
HE.FIC3.00.00 | 2025-01-24T14:58:00.038965Z - 2025-01-24T14:59:00.038965Z,,,,,,,,,,
HE.TOF.00.00 | 2025-02-07T07:34:05.018869Z - 2025-02-07T07:35:05.018869Z,,,,,,,,,,
HE.KU1.00.00 | 2025-01-20T06:44:56.454400Z - 2025-01-20T06:45:56.454400Z,,,,,,,,,,
HE.KUNI.00.00 | 2025-02-17T19:43:00.202914Z - 2025-02-17T19:44:00.202914Z,,,,,,,,,,
HE.FIB6.00.00 | 2025-02-23T02:45:57.367478Z - 2025-02-23T02:46:57.367478Z,,,,,,,,,,
HE.TRE03.00.00 | 2025-01-27T22:43:14.764758Z - 2025-01-27T22:44:14.764758Z,,,,,,,,,,
